,k-means clusters 100
0,0
1,1
2,2
3,2
4,2
5,1
6,2
7,2
8,2
9,2
10,0
11,2
12,1
13,2
14,2
15,0
16,1
17,2
18,2
19,2
20,2
21,2
22,0
23,2
24,2
25,1
26,2
27,2
28,2
29,2
30,1
31,2
32,0
33,2
34,1
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,0
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,1
57,2
58,0
59,2
60,2
61,2
62,0
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,1
71,2
72,0
73,2
74,2
75,2
76,2
77,2
78,0
79,0
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,0
91,2
92,2
93,0
94,2
95,1
96,1
97,2
98,0
99,2
